Avi TimeStamp, Frame,Spot x,Spot y,Pupil x,Pupil y,Pupil r,Scene x,Scene y
 0:00:00.00, 5384, 397.08,155.36,398.90,171.87,56.13,327.66,479.75
 0:00:00.07, 5385, 395.96,157.09,-2000.00,-2000.00,-2000.00,324.14,474.10
 0:00:00.12, 5386, 394.69,157.50,394.71,174.42,55.73,320.53,482.12
 0:00:00.17, 5387, 393.35,157.08,391.92,174.63,55.74,315.55,483.08
 0:00:00.21, 5388, 392.01,156.73,389.26,173.96,55.73,310.26,482.96
 0:00:00.26, 5389, 391.44,156.08,387.49,171.23,56.80,306.20,487.97
 0:00:00.31, 5390, 390.50,156.00,386.31,174.31,55.90,303.68,482.82
 0:00:00.35, 5391, 388.15,159.26,382.52,180.34,55.51,298.27,469.96
 0:00:00.40, 5392, 386.24,165.39,379.18,190.30,55.05,293.41,455.85
 0:00:00.44, 5393, 386.34,168.09,379.27,193.48,55.29,293.70,454.50
 0:00:00.49, 5394, 388.96,170.91,384.77,198.44,55.09,303.97,449.45
 0:00:00.54, 5395, 389.40,171.37,385.52,197.93,54.93,306.12,451.77
 0:00:00.58, 5396, 389.85,170.03,385.99,195.68,54.80,306.52,456.66
 0:00:00.63, 5397, 390.20,168.61,386.88,193.72,54.81,307.77,458.84
 0:00:00.68, 5398, 391.47,167.10,388.67,189.82,55.15,310.72,464.55
 0:00:00.72, 5399, 393.02,164.47,390.79,187.19,54.69,313.14,468.32
 0:00:00.77, 5400, 394.35,161.25,393.21,182.65,54.75,316.42,471.80
 0:00:00.81, 5401, 395.87,156.86,395.88,176.33,54.91,320.92,478.62
 0:00:00.86, 5402, 397.20,153.03,397.90,171.43,55.03,323.92,482.37
 0:00:00.90, 5403, 396.78,152.05,397.37,170.07,55.11,322.68,481.19
 0:00:00.95, 5404, 396.37,151.42,-2000.00,-2000.00,-2000.00,321.35,483.22
 0:00:00.99, 5405, 394.57,149.90,-2000.00,-2000.00,-2000.00,315.46,488.14
 0:00:01.04, 5406, 394.87,151.18,394.75,168.15,55.03,319.08,483.68
 0:00:01.09, 5407, 395.05,152.86,395.42,169.48,55.57,321.66,482.79
 0:00:01.13, 5408, 394.87,156.68,395.21,176.22,54.64,321.94,474.63
 0:00:01.18, 5409, 393.99,159.57,393.54,179.52,54.71,319.13,471.64
 0:00:01.23, 5410, 393.07,161.39,392.12,180.00,55.01,316.73,475.16
 0:00:01.27, 5411, 392.60,162.47,391.40,183.44,54.72,315.97,472.39
 0:00:01.32, 5412, 392.51,163.08,391.71,183.34,54.63,317.08,471.92
 0:00:01.36, 5413, 392.74,162.83,391.44,182.70,54.71,316.61,474.42
 0:00:01.41, 5414, 396.86,162.48,399.33,184.72,54.83,329.96,470.00
 0:00:01.45, 5415, 398.17,162.30,401.37,186.82,55.18,333.80,462.49
 0:00:01.50, 5416, 398.17,162.30,401.04,187.15,55.13,332.56,459.18
 0:00:01.55, 5417, 397.36,164.31,399.93,190.12,55.34,330.54,454.61
 0:00:01.59, 5418, 397.00,168.00,399.36,195.16,54.91,330.16,448.89
 0:00:01.64, 5419, 396.72,170.83,399.00,198.52,55.06,329.79,447.27
 0:00:01.68, 5420, 398.07,169.79,400.61,196.20,55.59,332.02,453.59
 0:00:01.73, 5421, 401.85,168.03,405.98,199.25,55.17,339.19,445.55
 0:00:01.78, 5422, 402.24,167.92,406.69,198.02,55.24,338.51,441.06
 0:00:01.82, 5423, 401.30,166.77,404.93,196.24,55.37,335.33,444.71
 0:00:01.87, 5424, 399.75,166.11,402.03,194.20,55.60,330.10,447.80
 0:00:01.91, 5425, 398.53,164.31,399.80,192.41,55.37,326.06,450.48
 0:00:01.96, 5426, 393.98,164.81,392.82,192.93,55.38,314.92,447.93
 0:00:02.01, 5427, 393.82,163.38,391.36,190.33,55.65,313.07,452.46
 0:00:02.05, 5428, 393.31,160.00,389.60,185.56,55.50,307.69,458.70
 0:00:02.10, 5429, 393.97,157.50,390.54,182.64,55.95,308.04,460.11
 0:00:02.14, 5430, 394.25,156.08,390.73,180.01,55.53,307.73,461.95
 0:00:02.19, 5431, 394.60,156.02,390.51,179.58,55.48,306.22,462.53
 0:00:02.24, 5432, 394.85,156.13,391.07,180.93,55.46,306.21,460.12
 0:00:02.28, 5433, 395.50,155.97,392.27,181.52,55.64,308.49,457.54
 0:00:02.33, 5434, 396.10,157.31,393.85,183.68,55.70,311.75,453.41
 0:00:02.37, 5435, 397.89,160.43,397.38,188.81,55.92,318.92,446.42
 0:00:02.42, 5436, 398.47,161.59,398.54,191.03,55.82,321.41,444.17
 0:00:02.46, 5437, 399.14,160.73,400.00,190.00,55.82,324.26,445.59
 0:00:02.51, 5438, 400.61,159.21,402.78,187.81,55.83,329.49,447.90
 0:00:02.56, 5439, 402.09,158.05,405.77,185.99,55.89,335.05,449.62
 0:00:02.60, 5440, 404.06,157.92,409.31,185.75,55.94,341.58,449.40
 0:00:02.65, 5441, 406.25,157.82,413.46,185.94,56.03,348.90,448.83
 0:00:02.69, 5442, 411.22,158.72,423.23,188.88,55.83,366.82,443.00
 0:00:02.74, 5443, 412.24,155.92,425.24,183.36,55.94,371.24,450.66
 0:00:02.79, 5444, 415.57,156.11,430.63,183.83,55.69,380.31,449.65
 0:00:02.83, 5445, 418.25,155.85,435.53,182.75,55.73,387.97,451.59
 0:00:02.88, 5446, 419.83,155.87,437.98,182.51,55.73,391.88,452.69
 0:00:02.92, 5447, 420.52,155.15,439.97,181.06,55.76,395.36,455.33
 0:00:02.97, 5448, 419.24,155.92,438.75,182.56,55.63,395.11,452.92
 0:00:03.02, 5449, 417.72,156.75,435.99,180.70,55.44,391.66,457.82
 0:00:03.06, 5450, 414.28,154.56,432.15,174.00,55.75,386.79,473.71
 0:00:03.11, 5451, 403.26,201.00,-2000.00,-2000.00,-2000.00,352.80,319.74
 0:00:03.15, 5452, 401.26,227.82,-2000.00,-2000.00,-2000.00,346.42,227.77
 0:00:03.20, 5453, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.25, 5454, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.29, 5455, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.34, 5456, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.38, 5457, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.43, 5458, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.47, 5459, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.51, 5460, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.56, 5461, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.60, 5462, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.65, 5463, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.69, 5464, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.74, 5465, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.78, 5466, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.83, 5467, 399.44,242.31,404.49,327.44,42.89,342.52,234.19
 0:00:03.87, 5468, 377.81,217.17,-2000.00,-2000.00,-2000.00,274.12,327.09
 0:00:03.92, 5469, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:03.97, 5470, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:04.01, 5471, 383.54,127.47,-2000.00,-2000.00,-2000.00,288.35,616.31
 0:00:04.05, 5472, 387.96,134.71,384.60,139.29,51.59,305.37,554.93
 0:00:04.10, 5473, 390.90,139.23,388.30,149.37,51.63,312.46,506.63
 0:00:04.15, 5474, 392.86,143.54,390.27,157.03,51.29,312.57,493.78
 0:00:04.19, 5475, 394.40,145.95,392.31,162.04,51.15,313.53,486.77
 0:00:04.24, 5476, 389.32,144.06,382.55,158.49,51.41,294.80,491.98
 0:00:04.29, 5477, 390.05,145.48,384.16,160.95,51.29,297.35,487.98
 0:00:04.33, 5478, 392.87,144.68,388.73,159.39,51.50,305.27,491.00
 0:00:04.38, 5479, 393.55,143.09,389.57,157.06,51.79,305.59,494.23
 0:00:04.42, 5480, 393.40,142.40,389.70,156.56,51.66,305.64,493.67
 0:00:04.47, 5481, 393.41,141.72,-2000.00,-2000.00,-2000.00,305.66,495.91
 0:00:04.51, 5482, 393.25,142.08,-2000.00,-2000.00,-2000.00,305.14,494.72
 0:00:04.56, 5483, 393.08,142.67,-2000.00,-2000.00,-2000.00,304.61,492.79
 0:00:04.61, 5484, 392.89,142.43,-2000.00,-2000.00,-2000.00,303.99,493.55
 0:00:04.65, 5485, 392.38,140.79,-2000.00,-2000.00,-2000.00,302.29,498.87
 0:00:04.70, 5486, 391.40,139.38,-2000.00,-2000.00,-2000.00,299.04,503.45
 0:00:04.75, 5487, 391.53,138.10,-2000.00,-2000.00,-2000.00,299.43,507.64
 0:00:04.80, 5488, 390.98,137.33,-2000.00,-2000.00,-2000.00,297.63,510.11
 0:00:04.85, 5489, 390.43,137.89,-2000.00,-2000.00,-2000.00,295.86,508.28
 0:00:04.89, 5490, 390.13,138.49,-2000.00,-2000.00,-2000.00,294.88,506.27
 0:00:04.94, 5491, 389.86,138.86,-2000.00,-2000.00,-2000.00,294.03,505.05
 0:00:04.99, 5492, 392.35,139.33,-2000.00,-2000.00,-2000.00,302.13,503.66
 0:00:05.04, 5493, 392.23,138.97,-2000.00,-2000.00,-2000.00,301.73,504.82
 0:00:05.09, 5494, 391.65,138.85,-2000.00,-2000.00,-2000.00,299.84,505.18
 0:00:05.14, 5495, 391.12,137.26,-2000.00,-2000.00,-2000.00,298.05,510.34
 0:00:05.19, 5496, 389.66,126.82,385.14,123.62,54.88,299.45,546.74
 0:00:05.24, 5497, 387.09,121.44,-2000.00,-2000.00,-2000.00,290.99,564.35
 0:00:05.28, 5498, 385.93,116.91,-2000.00,-2000.00,-2000.00,287.16,579.27
 0:00:05.33, 5499, 385.49,113.66,-2000.00,-2000.00,-2000.00,285.66,590.02
 0:00:05.38, 5500, 385.94,115.32,-2000.00,-2000.00,-2000.00,287.16,584.53
 0:00:05.43, 5501, 388.12,124.16,-2000.00,-2000.00,-2000.00,294.40,555.43
 0:00:05.47, 5502, 388.30,129.97,381.47,127.74,60.22,295.00,542.63
 0:00:05.52, 5503, 387.27,135.27,-2000.00,-2000.00,-2000.00,291.82,525.17
 0:00:05.57, 5504, 387.56,138.80,-2000.00,-2000.00,-2000.00,292.85,513.60
 0:00:05.62, 5505, 387.93,141.06,-2000.00,-2000.00,-2000.00,294.15,506.23
 0:00:05.67, 5506, 382.41,229.32,-2000.00,-2000.00,-2000.00,279.51,212.88
 0:00:05.71, 5507, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.76, 5508, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.81, 5509, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.85, 5510, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.90, 5511, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.95, 5512, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:05.99, 5513, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.04, 5514, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.09, 5515, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.13, 5516, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.18, 5517, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.23, 5518, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.27, 5519, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.32, 5520, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.37, 5521, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.42, 5522, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.46, 5523, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.51, 5524, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.56, 5525, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.60, 5526, 397.62,231.83,392.31,312.72,46.13,310.39,253.12
 0:00:06.65, 5527, 371.09,205.76,-2000.00,-2000.00,-2000.00,226.19,349.40
 0:00:06.70, 5528, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:06.75, 5529, 377.71,120.56,-2000.00,-2000.00,-2000.00,242.64,620.75
 0:00:06.79, 5530, 381.39,123.00,377.56,117.37,51.32,285.40,582.54
 0:00:06.84, 5531, 385.90,132.58,-2000.00,-2000.00,-2000.00,300.20,551.12
 0:00:06.89, 5532, 388.77,139.03,386.30,142.51,52.14,316.80,519.20
 0:00:06.93, 5533, 391.69,144.84,389.69,156.02,52.18,315.18,504.17
 0:00:06.98, 5534, 392.92,145.25,390.76,158.30,51.93,313.62,497.85
 0:00:07.02, 5535, 393.00,146.00,390.88,160.65,51.72,312.34,492.08
 0:00:07.07, 5536, 389.78,147.63,385.04,162.50,51.88,302.06,488.82
 0:00:07.11, 5537, 390.32,148.03,386.45,163.04,51.86,304.97,489.67
 0:00:07.16, 5538, 391.42,147.19,388.36,161.63,52.01,308.77,492.14
 0:00:07.21, 5539, 392.13,146.62,390.22,160.95,52.33,312.38,492.71
 0:00:07.25, 5540, 392.22,146.05,390.87,158.62,52.44,314.61,496.59
 0:00:07.30, 5541, 391.11,146.21,388.63,159.58,52.50,311.12,495.95
 0:00:07.34, 5542, 403.91,151.90,417.15,170.58,52.13,365.48,478.06
 0:00:07.39, 5543, 404.84,154.10,416.00,172.79,52.71,367.66,476.17
 0:00:07.43, 5544, 403.77,155.78,413.66,174.40,52.93,359.55,476.86
 0:00:07.48, 5545, 403.11,156.21,412.45,176.16,53.06,356.95,475.45
 0:00:07.53, 5546, 403.06,155.92,411.75,174.62,53.19,355.20,477.49
 0:00:07.57, 5547, 400.22,157.36,408.17,174.30,53.21,349.41,480.66
 0:00:07.62, 5548, 390.06,203.64,-2000.00,-2000.00,-2000.00,318.66,329.64
 0:00:07.66, 5549, 394.37,211.67,398.09,274.29,51.08,336.05,326.55
 0:00:07.71, 5550, 395.48,210.44,398.17,272.41,52.03,335.38,340.38
 0:00:07.75, 5551, 395.71,208.85,397.97,267.62,52.43,331.99,348.70
 0:00:07.80, 5552, 395.77,207.51,397.70,265.38,52.61,330.39,353.94
 0:00:07.85, 5553, 393.92,209.08,395.70,263.31,52.78,327.51,359.70
 0:00:07.89, 5554, 390.00,213.00,390.43,264.20,53.00,321.57,367.81
 0:00:07.94, 5555, 396.24,211.36,400.52,261.11,52.92,340.35,379.44
 0:00:07.98, 5556, 393.63,210.82,398.04,259.49,53.42,336.14,382.24
 0:00:08.03, 5557, 391.67,212.49,394.45,260.50,53.45,332.82,382.50
 0:00:08.07, 5558, 388.94,213.92,390.23,258.64,53.42,325.97,390.66
 0:00:08.12, 5559, 386.91,212.66,386.15,254.48,53.72,319.36,403.30
 0:00:08.16, 5560, 383.32,211.62,380.52,251.90,53.84,309.73,409.52
 0:00:08.21, 5561, 374.18,206.00,364.50,241.52,53.85,283.04,426.02
 0:00:08.26, 5562, 371.25,198.97,357.89,232.98,54.17,271.03,435.42
 0:00:08.30, 5563, 369.05,193.40,353.24,225.17,54.44,260.50,439.85
 0:00:08.35, 5564, 366.94,191.92,349.78,222.41,54.80,253.85,440.30
 0:00:08.39, 5565, 365.13,192.68,347.35,221.12,54.93,250.68,443.36
 0:00:08.44, 5566, 362.93,193.44,345.14,218.43,54.91,249.18,452.58
 0:00:08.48, 5567, 363.01,182.82,345.55,202.17,54.91,252.03,480.37
 0:00:08.53, 5568, 361.08,171.60,343.35,185.43,55.58,249.35,498.68
 0:00:08.58, 5569, 357.70,179.70,338.54,201.83,54.52,244.08,465.86
 0:00:08.62, 5570, 351.38,198.08,331.45,225.11,54.93,237.54,435.78
 0:00:08.67, 5571, 350.25,206.08,330.90,233.81,55.64,243.64,440.41
 0:00:08.71, 5572, 351.31,210.41,332.66,238.77,55.75,248.60,442.43
 0:00:08.76, 5573, 353.28,211.06,335.11,241.35,55.45,251.80,441.79
 0:00:08.81, 5574, 357.90,204.61,340.61,234.46,55.73,257.48,448.43
 0:00:08.85, 5575, 359.29,205.82,342.30,235.64,56.00,256.09,440.81
 0:00:08.90, 5576, 359.93,203.28,342.89,231.51,55.96,255.37,448.07
 0:00:08.94, 5577, 339.05,202.16,313.77,226.03,56.17,209.52,455.20
 0:00:08.99, 5578, 338.94,203.67,313.39,225.78,56.18,220.76,461.26
 0:00:09.03, 5579, 339.39,199.62,312.29,219.10,56.55,216.75,474.54
 0:00:09.08, 5580, 337.12,197.73,307.42,215.49,57.06,204.77,478.11
 0:00:09.13, 5581, 333.60,197.83,300.63,214.95,57.11,191.23,478.48
 0:00:09.17, 5582, 334.02,201.84,300.61,222.67,56.94,190.08,466.82
 0:00:09.22, 5583, 331.19,204.77,296.05,224.76,58.06,181.19,465.32
 0:00:09.26, 5584, 329.67,208.21,293.70,230.00,57.09,178.10,461.58
 0:00:09.31, 5585, 328.62,209.89,291.58,232.74,57.66,174.59,459.09
 0:00:09.36, 5586, 328.99,210.62,291.94,235.18,57.01,174.69,455.30
 0:00:09.40, 5587, 329.53,211.03,291.79,237.74,56.98,172.99,449.06
 0:00:09.45, 5588, 329.48,212.20,291.33,240.65,57.32,170.29,441.96
 0:00:09.49, 5589, 325.70,218.83,287.32,245.11,55.03,164.84,438.29
 0:00:09.54, 5590, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:09.58, 5591, -2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00,-2000.00
 0:00:09.63, 5592, 322.56,213.28,285.76,228.89,52.32,169.78,477.64
 0:00:09.67, 5593, 323.19,202.09,283.42,219.82,56.56,168.30,490.93
 0:00:09.72, 5594, 321.83,191.46,279.39,203.30,57.40,155.25,500.43
 0:00:09.77, 5595, 319.19,184.79,274.01,193.47,57.83,143.27,509.02
 0:00:09.81, 5596, 314.76,176.16,264.15,176.68,63.16,124.03,532.11
 0:00:09.86, 5597, 311.87,185.05,-2000.00,-2000.00,-2000.00,113.94,501.79
 0:00:09.90, 5598, 311.32,188.06,-2000.00,-2000.00,-2000.00,111.84,491.55
 0:00:09.95, 5599, 311.36,187.85,-2000.00,-2000.00,-2000.00,112.02,492.27
 0:00:09.00, 5600, 312.48,187.61,261.35,187.40,66.80,117.69,519.89
 0:00:10.05, 5601, 314.05,188.09,264.25,192.36,65.35,124.71,523.35
 0:00:10.09, 5602, 316.10,189.25,-2000.00,-2000.00,-2000.00,131.32,519.62
 0:00:10.14, 5603, 308.01,201.18,255.87,227.80,57.03,109.85,454.43
 0:00:10.19, 5604, 313.19,202.00,263.22,229.03,57.50,124.47,443.12
 0:00:10.23, 5605, 318.50,202.00,270.89,230.47,56.89,133.85,440.81
 0:00:10.28, 5606, 324.21,203.68,279.92,232.54,56.95,146.51,437.10
 0:00:10.33, 5607, 329.81,205.20,288.87,234.66,57.67,160.14,436.39
 0:00:10.37, 5608, 337.92,211.00,303.71,242.18,57.27,186.17,429.36
 0:00:10.42, 5609, 331.68,215.51,292.90,247.35,57.68,166.42,425.87
 0:00:10.46, 5610, 324.28,214.01,286.40,243.84,57.68,161.20,435.75
 0:00:10.51, 5611, 332.44,212.21,297.23,242.02,57.61,187.46,440.19
 0:00:10.56, 5612, 338.29,210.61,306.32,238.90,57.51,197.22,443.89
 0:00:10.60, 5613, 342.34,209.97,313.01,236.21,57.58,206.60,449.40
 0:00:10.65, 5614, 345.34,209.88,317.97,236.15,57.72,214.21,451.36
 0:00:10.69, 5615, 349.43,208.08,323.83,237.29,57.36,222.83,447.52
 0:00:10.74, 5616, 350.83,208.30,326.16,238.76,57.30,224.85,439.85
 0:00:10.79, 5617, 352.45,210.15,329.05,245.34,56.98,230.09,427.42
 0:00:10.83, 5618, 353.53,210.10,330.84,246.18,57.08,233.22,422.96
 0:00:10.88, 5619, 355.20,210.37,333.38,247.42,56.90,237.22,419.97
 0:00:10.93, 5620, 356.83,210.43,335.95,247.30,57.08,240.83,419.74
 0:00:10.97, 5621, 356.87,210.75,335.72,247.64,56.91,239.60,419.57
 0:00:11.02, 5622, 354.58,207.19,331.41,241.21,56.79,231.03,428.98
 0:00:11.06, 5623, 353.30,203.16,328.87,234.84,56.82,225.86,436.94
 0:00:11.11, 5624, 351.09,202.05,325.51,231.36,57.00,219.97,440.84
 0:00:11.15, 5625, 349.00,200.00,322.02,227.13,56.80,214.66,448.55
 0:00:11.20, 5626, 346.89,197.21,318.09,223.72,56.81,207.81,452.55
 0:00:11.25, 5627, 344.31,197.34,313.78,223.99,56.97,200.22,449.28
 0:00:11.29, 5628, 342.05,199.48,310.18,225.34,57.45,194.67,448.26
 0:00:11.34, 5629, 342.77,198.24,311.21,223.51,57.02,197.00,454.17
 0:00:11.38, 5630, 342.35,196.56,311.48,220.47,56.92,197.92,458.23
 0:00:11.43, 5631, 329.27,186.51,293.22,202.79,57.70,170.85,484.02
 0:00:11.47, 5632, 331.62,186.19,296.21,201.72,57.53,182.76,483.67
 0:00:11.52, 5633, 334.06,185.92,300.14,201.65,57.05,187.69,484.23
 0:00:11.57, 5634, 336.89,185.79,303.88,201.75,57.33,192.53,483.56
 0:00:11.61, 5635, 341.05,188.73,310.90,208.27,57.00,202.85,472.75
 0:00:11.66, 5636, 342.48,191.16,314.05,211.53,56.71,208.27,467.99
 0:00:11.70, 5637, 344.06,192.63,316.38,212.64,57.14,212.71,469.12
 0:00:11.75, 5638, 346.43,192.38,319.93,211.69,57.07,217.71,473.10
 0:00:11.80, 5639, 349.80,189.81,324.70,208.48,57.30,224.05,478.01
 0:00:11.84, 5640, 346.58,182.21,318.91,195.57,56.91,211.72,495.05
 0:00:11.89, 5641, 345.75,180.05,319.20,194.19,57.41,213.92,493.21
 0:00:11.93, 5642, 349.91,177.78,324.04,191.65,57.45,222.67,493.43
 0:00:11.98, 5643, 352.94,176.08,328.23,190.06,57.43,225.43,492.98
 0:00:12.02, 5644, 355.66,174.46,332.55,189.33,57.33,230.84,491.10
 0:00:12.07, 5645, 357.72,175.17,335.77,190.37,57.46,235.33,487.07
 0:00:12.12, 5646, 359.33,176.21,338.09,192.98,57.39,238.29,483.11
 0:00:12.16, 5647, 360.75,177.88,340.62,195.30,57.18,241.99,479.52
 0:00:12.21, 5648, 362.11,178.21,342.52,196.50,57.33,244.84,478.55
 0:00:12.25, 5649, 363.36,176.31,343.76,196.36,57.33,245.42,476.36
 0:00:12.30, 5650, 362.67,176.21,342.77,195.89,57.42,242.53,473.25
 0:00:12.35, 5651, 361.80,173.80,341.23,192.81,57.36,240.12,477.47
 0:00:12.39, 5652, 360.45,170.37,338.67,188.08,57.66,235.48,481.89
 0:00:12.44, 5653, 359.74,169.71,337.18,185.69,57.52,232.50,483.82
 0:00:12.48, 5654, 360.87,169.61,339.11,186.05,57.64,235.60,484.19
 0:00:12.53, 5655, 364.13,170.15,344.12,187.81,57.77,243.65,480.72
 0:00:12.58, 5656, 364.58,169.78,345.58,186.97,57.48,245.50,481.48
 0:00:12.62, 5657, 365.35,166.61,345.94,183.67,56.94,246.06,485.30
 0:00:12.67, 5658, 376.97,154.66,368.30,165.11,57.32,285.14,510.06
 0:00:12.71, 5659, 375.67,156.07,367.66,165.10,57.44,286.86,505.61
 0:00:12.76, 5660, 375.35,155.33,366.91,164.38,57.40,287.61,509.44
 0:00:12.81, 5661, 375.52,154.18,367.21,163.42,57.05,287.90,509.46
 0:00:12.85, 5662, 378.59,153.95,372.68,163.24,57.31,297.48,508.32
 0:00:12.90, 5663, 382.00,153.93,-2000.00,-2000.00,-2000.00,308.55,508.54
 0:00:12.94, 5664, 384.89,153.79,-2000.00,-2000.00,-2000.00,317.91,509.13
 0:00:12.99, 5665, 386.02,154.23,-2000.00,-2000.00,-2000.00,321.57,507.71
 0:00:13.04, 5666, 366.19,143.55,-2000.00,-2000.00,-2000.00,256.87,541.65
 0:00:13.08, 5667, 354.09,141.98,-2000.00,-2000.00,-2000.00,217.42,545.84
 0:00:13.13, 5668, 355.63,146.51,-2000.00,-2000.00,-2000.00,222.47,530.98
 0:00:13.18, 5669, 362.50,150.19,-2000.00,-2000.00,-2000.00,244.98,519.48
 0:00:13.23, 5670, 356.58,157.16,-2000.00,-2000.00,-2000.00,225.72,495.95
 0:00:13.28, 5671, 350.66,166.69,-2000.00,-2000.00,-2000.00,206.36,463.88
 0:00:13.33, 5672, 353.68,167.70,-2000.00,-2000.00,-2000.00,216.49,461.12
 0:00:13.37, 5673, 355.68,167.97,-2000.00,-2000.00,-2000.00,223.14,460.59
 0:00:13.42, 5674, 358.03,170.43,-2000.00,-2000.00,-2000.00,231.07,453.03
 0:00:13.47, 5675, 358.28,172.05,-2000.00,-2000.00,-2000.00,232.00,447.90
 0:00:13.52, 5676, 357.94,172.67,-2000.00,-2000.00,-2000.00,230.93,445.86
 0:00:13.57, 5677, 356.74,172.63,-2000.00,-2000.00,-2000.00,226.93,445.81
 0:00:13.62, 5678, 355.52,171.86,-2000.00,-2000.00,-2000.00,222.82,448.03
 0:00:13.67, 5679, 342.33,173.73,310.10,191.05,56.80,188.63,465.54
 0:00:13.72, 5680, 343.12,176.17,310.53,194.17,57.40,193.70,474.76
 0:00:13.77, 5681, 345.93,178.21,314.18,198.02,56.09,197.72,470.79
 0:00:13.81, 5682, 348.21,180.23,317.90,202.28,55.93,202.16,464.31
 0:00:13.86, 5683, 350.82,181.30,321.73,204.71,55.26,207.77,460.38
 0:00:13.90, 5684, 357.26,182.14,333.58,211.14,54.84,228.29,448.59
 0:00:13.95, 5685, 358.78,181.79,334.94,210.06,54.71,229.68,445.63
 0:00:13.00, 5686, 359.68,181.30,336.21,210.37,54.41,229.78,444.86
 0:00:14.04, 5687, 360.03,180.13,337.04,208.79,54.11,230.92,445.68
 0:00:14.09, 5688, 360.59,179.95,337.78,208.30,54.04,232.27,445.78
 0:00:14.13, 5689, 359.85,182.29,336.56,209.98,53.71,229.83,444.65
 0:00:14.18, 5690, 359.20,182.23,335.55,209.25,53.62,228.21,449.20
 0:00:14.22, 5691, 359.34,182.06,335.34,208.63,53.46,227.64,450.93
 0:00:14.27, 5692, 359.73,181.35,336.04,207.22,53.38,228.23,453.47
 0:00:14.31, 5693, 359.77,181.47,335.90,207.11,53.18,227.79,453.76
 0:00:14.36, 5694, 359.42,182.25,335.57,208.10,53.25,227.20,452.81
 0:00:14.41, 5695, 359.40,182.44,335.17,207.74,53.13,226.54,454.33
